Comment,Label,Movie Title,Genre,Preference,Total Neutral,3000,Total Dislikes,3000,Total Likes,3000,Dataset Size,9000
সুন্দরবনের প্রকৃতি দেখানোর বদলে এতোটা অ্যাকশন রাখা একটু অপ্রয়োজনীয় মনে হয়েছে।,0,Operation Sundarbans,Thriller,Dislike,,,,,,,,
"সিনেমার শেষের দিকে গল্পের গতি অনেক বেশি দ্রুত ছিল, ফলে উপসংহারটি খাপ খায়নি।",0,Operation Sundarbans,Thriller,Dislike,,,,,,,,
গল্পের প্রেক্ষাপট এতটাই দুর্বল ছিল যে কিছুই বুঝতে পারিনি।,0,Din the Day,Action,Dislike,,,,,,,,
"অনন্ত জলিলের অভিনয় দেখে মনে হলো, তিনি ক্যামেরার সামনে খালি দাঁড়িয়ে আছেন।",0,Din the Day,Action,Dislike,,,,,,,,
"ভিএফএক্সের জন্য এই সিনেমা দেখে মনে হয়েছে, এটি একটি বাজেটের কারণে অনেকটাই হতাশাজনক।",0,Din the Day,Action,Dislike,,,,,,,,
"গল্পের ধারাবাহিকতা ছিল অত্যন্ত দুর্বল, বেশিরভাগ সময়েই মনোযোগ ধরে রাখতে পারিনি।",0,Din the Day,Action,Dislike,,,,,,,,
"বর্ষা ছাড়া বাকিদের অভিনয় একেবারেই অসন্তোষজনক ছিল, কোনো অনুভূতি ছিল না।",0,Din the Day,Action,Dislike,,,,,,,,
"সিনেমার শেষের টুইস্টটা খুবই পূর্বানুমানযোগ্য ছিল, একেবারে নতুন কিছু লাগেনি।",0,Din the Day,Action,Dislike,,,,,,,,
অনেক বেশি কাট টু কাট করার কারণে কাহিনী বুঝতে খুব অসুবিধা হয়েছে।,0,Din the Day,Action,Dislike,,,,,,,,
"পুরো সিনেমাটা দেখে মনে হয়েছে, এটার মধ্যে কোনো মূল ভাবনা নেই, শুধু এলোমেলো দৃশ্য।",0,Din the Day,Action,Dislike,,,,,,,,
"সিনেমার কাহিনী একেবারেই দুর্বল, কিছুই মনে রাখার মতো নেই।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"সিয়ামের অভিনয় ভালো ছিল, কিন্তু পূজার অভিনয়ে একটুও প্রাণ ছিল না।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"গানগুলো শোনা যায়, কিন্তু সিনেমার সাথে তেমন মানানসই ছিল না।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"সিনেমার গতিতে কোনো উদ্দীপনা ছিল না, মাঝে মাঝে মনোযোগ হারিয়ে ফেলেছিলাম।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"শেষের টুইস্টটা একেবারেই অবাস্তব মনে হয়েছে, দর্শককে আকৃষ্ট করার মতো নয়।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"পূজার চরিত্রটি খুব বেশি মানানসই ছিল না, তার অভিনয় নজর কেড়ে নিতে পারেনি।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"সিয়ামের চরিত্রটি খুবই ক্লিশে ছিল, কিছু নতুনত্ব আনা উচিত ছিল।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"সিনেমাটোগ্রাফি বেশিরভাগ জায়গায় অসঙ্গতিপূর্ণ ছিল, আরও ভালো হতে পারত।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"গল্পের কোনো গভীরতা ছিল না, পুরো সিনেমা শুধু রোমান্সের চারপাশে ঘোরাফেরা করেছে।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"কিছু দৃশ্যে অতিরিক্ত নাটকীয়তা ছিল, যা দেখতে ভালো লাগেনি।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"ফ্যামিলি সিনেমা হতে পারতো, কিন্তু প্রেক্ষাপট এত দুর্বল ছিল যে অনুভূতিও কাজ করেনি।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"পুরো সিনেমাটি দেখতে দেখতে একেবারে ক্লান্ত হয়ে গিয়েছিলাম, সময়ের অপচয় মনে হয়েছে।",0,Poramon 2,Romantic,Dislike,,,,,,,,
"সিনেমার গল্প তেমন আকর্ষণীয় মনে হয়নি, অনেকটা সাধারন ছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
কিছু দৃশ্যে অতিরিক্ত বেদনাদায়কতা ছিল যা দেখে বিরক্তি লাগছিল।,0,Monpura,Romantic,Dislike,,,,,,,,
"গানগুলো তেমন ভালো লাগেনি, কিছুটা একঘেয়ে মনে হয়েছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
"চঞ্চল চৌধুরীর অভিনয় মাঝে মাঝে খুবই অসাধারণ মনে হয়নি, কিছু অংশ দুর্বল ছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
"মুভিটির কাহিনী শুরুতেই একটু ধীরগতির ছিল, এরপর একঘেয়ে হয়ে যায়।",0,Monpura,Romantic,Dislike,,,,,,,,
"শেষের নাটকীয়তা পুরোপুরি অপ্রয়োজনীয় মনে হয়েছে, সিনেমাটির সৌন্দর্য নষ্ট করেছে।",0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমাটি দেখতে বসে কিছু অংশ বিরক্তিকর মনে হয়েছে, গল্পে টান নেই।",0,Monpura,Romantic,Dislike,,,,,,,,
"এরকম অনেক সিনেমা আছে, নতুনত্ব কিছু নেই।",0,Monpura,Romantic,Dislike,,,,,,,,
"কিছু চরিত্রের বিকাশ খুবই দুর্বল ছিল, দর্শককে সংযুক্ত করতে পারেনি।",0,Monpura,Romantic,Dislike,,,,,,,,
"গ্রামীণ জীবন তুলে ধরার চেষ্টা হলেও, বাস্তবতা খুব একটা স্পষ্ট হয়নি।",0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমার পরিবেশনা যথেষ্ট আকর্ষণীয় ছিল না, কিছু জায়গায় অদ্ভুত লাগছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
মুভিটা দেখতে গিয়ে অনেক জায়গায় ক্লান্তি অনুভব করেছি।,0,Monpura,Romantic,Dislike,,,,,,,,
"নির্মাণের মান তেমন উচ্চ ছিল না, কিছু দৃশ্যের গুণগত মান সন্তোষজনক নয়।",0,Monpura,Romantic,Dislike,,,,,,,,
"প্লটের গতিশীলতা খুব কম ছিল, যা পুরো সিনেমা স্থির করে ফেলেছে।",0,Monpura,Romantic,Dislike,,,,,,,,
"মুভিটি দেখার পর মন খারাপ হয়ে গেল, এটি একটি নেতিবাচক অভিজ্ঞতা।",0,Monpura,Romantic,Dislike,,,,,,,,
"গল্পের থিম অনেক পরিচিত, তাই বিশেষ কিছু মনে হয়নি।",0,Monpura,Romantic,Dislike,,,,,,,,
"অভিনেতাদের পারফরম্যান্স কিছু কিছু স্থানে দুর্বল ছিল, বিশেষ করে নবীনদের।",0,Monpura,Romantic,Dislike,,,,,,,,
"কিছু গান খুব দ্রুত শেষ হয়ে গেছে, কিছু মানে নেই।",0,Monpura,Romantic,Dislike,,,,,,,,
"চিত্রগ্রহণের মান ভালো, কিন্তু গল্পে তেমন গভীরতা ছিল না।",0,Monpura,Romantic,Dislike,,,,,,,,
"সামাজিক বার্তার প্রয়োগ খুবই সামান্য ছিল, আর কিছু না।",0,Monpura,Romantic,Dislike,,,,,,,,
"গল্পের শেষ অংশটি অপ্রত্যাশিত হলেও, তা সন্তোষজনক মনে হয়নি।",0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমাটি দেখার পরে মনে হয়েছে, গল্পের উন্নতির অনেক জায়গা আছে।",0,Monpura,Romantic,Dislike,,,,,,,,
সিনেমাটির গল্প কিছুটা অবাস্তব মনে হয়েছে এবং বেশ কিছু অংশে জড়তা ছিল।,0,Monpura,Romantic,Dislike,,,,,,,,
"চলচ্চিত্রের গতি খুব ধীর ছিল, যা বেশ কিছু দৃশ্যের প্রতি আগ্রহ হারিয়ে দেয়।",0,Monpura,Romantic,Dislike,,,,,,,,
"অভিনয় যতটা প্রশংসনীয়, গল্পের কোনো গভীরতা ছিল না।",0,Monpura,Romantic,Dislike,,,,,,,,
"গানগুলি সুন্দর হলেও, গল্পের সাথে সঙ্গতিপূর্ণ ছিল না।",0,Monpura,Romantic,Dislike,,,,,,,,
সিনেমাটির শেষ অংশটি অপ্রত্যাশিত এবং বেশ হতাশাজনক ছিল।,0,Monpura,Romantic,Dislike,,,,,,,,
"চিত্রায়ণ সুন্দর হলেও, কাহিনীটির কোনো নতুনত্ব ছিল না।",0,Monpura,Romantic,Dislike,,,,,,,,
পরিচালক গিয়াস উদ্দিন সেলিমের অন্যান্য কাজের তুলনায় এটি দুর্বল মনে হয়েছে।,0,Monpura,Romantic,Dislike,,,,,,,,
"অনেকের মতে এটি মাস্টারপিস, তবে আমি এটি খুব সাধারণ মনে করেছি।",0,Monpura,Romantic,Dislike,,,,,,,,
কিছু দৃশ্যের ডায়ালগ অনেকটাই অবাস্তব এবং চাপানো মনে হয়েছে।,0,Monpura,Romantic,Dislike,,,,,,,,
"মনপুরার চরিত্রগুলোর মধ্যে সংযোগ ছিল না, যা আমাকে সিনেমা থেকে বিচ্ছিন্ন করেছে।",0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমাটির সঙ্গীত প্রভাব ফেলে না, যা এক্ষেত্রে দারুণ হতাশাজনক।",0,Monpura,Romantic,Dislike,,,,,,,,
কিছু কিছু সংলাপ অপছন্দনীয় এবং খুব কৃত্রিম মনে হয়েছে।,0,Monpura,Romantic,Dislike,,,,,,,,
"এটি একটি রোমান্টিক ট্র্যাজেডি হলেও, আমি সত্যিই কিছুটা হাসি পেয়েছি।",0,Monpura,Romantic,Dislike,,,,,,,,
চরিত্রগুলোর অস্বাভাবিক আচরণ কিছুটা বিভ্রান্তিকর ছিল।,0,Monpura,Romantic,Dislike,,,,,,,,
ছবিটি দীর্ঘায়িত মনে হয়েছে এবং অযথা সময় নেওয়া হয়েছে।,0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমার গল্পের আবেগের অভাব ছিল, যা আমাকে বিচ্ছিন্ন রেখেছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
মনপুরার গানের কথা মাঝে মাঝে অপ্রাসঙ্গিক ছিল এবং গানের ধরন পরিবর্তনশীল।,0,Monpura,Romantic,Dislike,,,,,,,,
সিনেমার প্রেক্ষাপট অনেকটা সাধারণ এবং সৃজনশীলতা অভাব ছিল।,0,Monpura,Romantic,Dislike,,,,,,,,
"কিছু চরিত্র খুব বেশি মানসিকতা নিয়ে অভিনয় করেছে, যা অস্বাভাবিক ছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
সঙ্গীতের সংযোগ এবং গল্পের সঙ্গতি খুব কম ছিল।,0,Monpura,Romantic,Dislike,,,,,,,,
"ছবির শেষে খুব অদ্ভুত একটি অনুভূতি তৈরি হয়, যা বেশ হতাশাজনক ছিল।",0,Monpura,Romantic,Dislike,,,,,,,,
মনপুরার সুরগুলি অনেকটাই একঘেয়ে ছিল এবং বারবার শোনার জন্য আকর্ষণীয় মনে হয়নি।,0,Monpura,Romantic,Dislike,,,,,,,,
মনপুরার গল্প খুব সাধারণ এবং পূর্বনির্ধারিত।,0,Monpura,Romantic,Dislike,,,,,,,,
সিনেমার গানের লিরিক্স তেমন কিছু মনে রাখতে পারিনি।,0,Monpura,Romantic,Dislike,,,,,,,,
"চিত্রগ্রহণের দিক থেকে মনপুরা সাধারণ, কিছু বিশেষত্ব ছিল না।",0,Monpura,Romantic,Dislike,,,,,,,,
চঞ্চল চৌধুরী ও ফারহানা মিলির রসায়ন আমাকে এতটা আকর্ষিত করেনি।,0,Monpura,Romantic,Dislike,,,,,,,,
সিনেমার গল্প অতি সহজ এবং তাতে কোনও চমক নেই।,0,Monpura,Romantic,Dislike,,,,,,,,
প্রথমবার দেখার পর আর দেখতে ইচ্ছে করেনি।,0,Monpura,Romantic,Dislike,,,,,,,,
কিছু দৃশ্য অতিরঞ্জিত এবং কল্পনাপ্রসূত মনে হয়েছে।,0,Monpura,Romantic,Dislike,,,,,,,,
"মনপুরা মুক্তির আগে প্রচুর হাইপ থাকলেও, সিনেমা অনেকটাই হতাশ করেছে।",0,Monpura,Romantic,Dislike,,,,,,,,
"আমি বুঝতে পারি না কেন এতো জনপ্রিয়, কারণ আমি একে তেমন ভালো লাগেনি।",0,Monpura,Romantic,Dislike,,,,,,,,
"মনপুরার গানগুলো কেবল ঝলমলে, কিন্তু তাদের গভীরতা নেই।",0,Monpura,Romantic,Dislike,,,,,,,,
গল্পের মধ্যে বিশেষ কোনও বার্তা খুঁজে পাইনি।,0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমার শেষের পর মনে হয়, কিছু একটা অল্পতেই মিস হয়ে গেছে।",0,Monpura,Romantic,Dislike,,,,,,,,
দর্শকদের জন্য কিছু নতুন কিছু উপস্থাপন করা হয়নি।,0,Monpura,Romantic,Dislike,,,,,,,,
সিনেমার কিছু দৃশ্য অত্যন্ত একঘেয়ে এবং বিরক্তিকর।,0,Monpura,Romantic,Dislike,,,,,,,,
মনপুরার চরিত্রগুলো মোটেও বিশ্বাসযোগ্য নয়।,0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমার সময়সীমা অনেক দীর্ঘ ছিল, ফলে কিছুটা ক্লান্তিকর মনে হয়েছে।",0,Monpura,Romantic,Dislike,,,,,,,,
"আমি মনে করি, এটি বাঙালি সংস্কৃতির সঙ্গে তেমন সম্পর্কিত নয়।",0,Monpura,Romantic,Dislike,,,,,,,,
"মনপুরা দেখার পর কিছু একটা নতুন শিখেছি, কিন্তু সেগুলো পেতে কষ্ট হয়েছে।",0,Monpura,Romantic,Dislike,,,,,,,,
"কিছু মানুষ বলে যে সিনেমাটি বিশেষ, কিন্তু আমি তেমন কিছু খুঁজে পাইনি।",0,Monpura,Romantic,Dislike,,,,,,,,
"মনে হয়, মনপুরা মুক্তির আগে প্রচুর প্রচারণা হলেও আসলে তা তেমন গুরুত্বপূর্ণ নয়।",0,Monpura,Romantic,Dislike,,,,,,,,
"গানগুলো শুনলেই মনে হয়, আমি কিছু মনে করতে পারি না।",0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমাটির আবেগের অভাব ছিল, তাই তা মনে রাখার মতো কিছু ছিল না।",0,Monpura,Romantic,Dislike,,,,,,,,
"আমি আশা করি, গিয়াস উদ্দিন সেলিম পরবর্তী সিনেমাতে আরো নতুনত্ব আনবেন।",0,Monpura,Romantic,Dislike,,,,,,,,
"সিনেমাটির গল্পটি খুবই পূর্বনির্ধারিত ছিল, নতুন কিছু ছিল না।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"কিছু জায়গায় অভিনয় অত্যন্ত বাস্তবসম্মত ছিল না, অপ্রফেশনাল মনে হয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"সিনেমাটির গতিবিধি খুবই ধীর, কখনো কখনো একঘেয়ে মনে হয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"কিছু দৃশ্যে অতিরিক্ত নাটকীয়তা ছিল, যা আসলে প্রয়োজন ছিল না।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"সিনেমার কাহিনী খুবই সাধারণ, দর্শকদের আকর্ষণ করার মতো নয়।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"সাউন্ড ট্র্যাক খুবই একঘেয়ে ছিল, আবেগের অভাব অনুভব করেছি।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"চরিত্রগুলোর মধ্যে গভীরতা ছিল না, কিছুক্ষেত্রে অগভীর মনে হয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"পরিচালক গল্পের মোড়ের ক্ষেত্রে যথেষ্ট সাহসী ছিলেন না, বেশ অনুমানযোগ্য ছিল।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"শেষের টুইস্টটা খুবই দুর্বল ছিল, প্রত্যাশা অনুযায়ী হয়নি।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"সিনেমাটির টেকনিক্যাল দিকগুলোর উন্নতির প্রয়োজন ছিল, বিশেষ করে ক্যামেরা কাজের।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"মেহেজাবিনের অভিনয়ে কিছু জায়গায় ব্যর্থতা দেখা গেছে, আরও উন্নতির সুযোগ রয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"বন্ধুদের মধ্যে সম্পর্কের গভীরতা তুলে ধরা হয়নি, খুব সাধারণ ছিল।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"শেষ দৃশ্যের আবেগ সঠিকভাবে উপস্থাপন করা হয়নি, তাই কাজের মধ্যে কিছু সমস্যা ছিল।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"কিছু কাহিনীর মোড় খুবই দ্রুত হয়ে গেছে, দর্শকদের মনোযোগ ধরে রাখতে পারেনি।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"সিনেমার ইমোশনাল পার্টগুলো তেমন কিছু প্রভাব ফেলতে পারেনি, অপ্রয়োজনীয় মনে হয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"চিত্রনাট্যে নতুনত্বের অভাব ছিল, একবারেই পুরানো গল্পের মতো মনে হয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"কিছু সংলাপ খুবই দুর্বল ছিল, যা চরিত্রগুলোর প্রতি বিশ্বাস তৈরি করতে ব্যর্থ হয়েছে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"সিনেমার শুরুতে আকর্ষণীয় কিছু ছিল না, দর্শকরা আগ্রহ হারিয়ে ফেলতে পারে।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"ছবির ব্যাকগ্রাউন্ড মিউজিক খুবই অসঙ্গতিপূর্ণ ছিল, আবেগ তৈরি করতে পারেনি।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"কিছু চরিত্রের সংলাপ খুবই অপ্রয়োজনীয় ছিল, গল্পের সাথে সম্পর্কহীন।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"মোটের উপর, সিনেমাটির নির্মাণ খুবই অশুদ্ধ ছিল, আরও মনোযোগ প্রয়োজন ছিল।",0,Networker Baire,Romantic,Dislike,,,,,,,,
"রাজকুমার দেখতে গিয়ে কিছুই বুঝতে পারলাম না, পুরো সময় হতাশা লাগছিল।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"সাকিব খানের অভিনয় মোটেই মনোরম ছিল না, মনে হয়েছে অসংলগ্ন।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"মুভির স্টোরি একদমই নতুন নয়, বেশ বোরিং লাগছিল।",0,Rajkumar,Romantic,Dislike,,,,,,,,
কিছু টেকনিকাল সমস্যা পুরো মুভির অভিজ্ঞতা নষ্ট করেছে।,0,Rajkumar,Romantic,Dislike,,,,,,,,
"""প্রিয়তমা"" দেখার পর রাজকুমারকে দেখে ভালো লাগেনি, অনেক নিচে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"রাজকুমারের কমেডি ছিল খুব কম, ইমোশনাল কানেক্টিভিটি একদমই নেই।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"মুভিটি তেমন একটা প্রশংসা পায়নি, দেখে হতাশ হতে হয়েছে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
কিছু জায়গায় স্ক্রিনপ্লে একদমই দুর্বল মনে হয়েছে।,0,Rajkumar,Romantic,Dislike,,,,,,,,
হিমেল আশরাফের কাজের সাথে রাজকামারের তুলনা করা বোকামি।,0,Rajkumar,Romantic,Dislike,,,,,,,,
২৭ টাকা রেন্ট দিয়ে মুভিটি দেখা ছিল পুরোপুরি অপচয়!,0,Rajkumar,Romantic,Dislike,,,,,,,,
"রাজকুমার দেখার পর মনে হলো, বাংলার সিনেমা এখনও অনেক পিছিয়ে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"পুরো মুভিটি দেখতে গিয়ে অনেক বিরক্তি লেগেছে, স্ক্রিন টেকনিকাল সমস্যা আর বেশি ছিল।",0,Rajkumar,Romantic,Dislike,,,,,,,,
সাকিব খান ও অন্যান্য অভিনেতাদের অভিনয় মোটেই মানানসই ছিল না।,0,Rajkumar,Romantic,Dislike,,,,,,,,
"মুভির গল্পের কনসেপ্টটি পুরানো ছিল, কিছু নতুনত্ব দেখা যায়নি।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"কিছু দৃশ্যে গতি বেশি কম ছিল, যা মুভির ধারাকে থেমে দিয়েছে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"মুভির গানগুলো একদমই ভালো লাগেনি, পুরো মুভির সাথে মানানসই হয়নি।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"রাজকুমার দেখে মনে হলো, এতে সময় নষ্ট করা হয়েছে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"শাকিব খানের অভিনয় অনেকটাই একরকম, আবেগ প্রকাশে অভাব ছিল।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"সিনেমার গানগুলো খুব বাজে, ইউটিউবে শুনতে চাইলে ভয় লাগে!",0,Rajkumar,Romantic,Dislike,,,,,,,,
শাকিবের লুকের সাথে তার অভিনয় একদমই মানানসই নয়।,0,Rajkumar,Romantic,Dislike,,,,,,,,
"অবশেষে ""রাজকুমার"" দেখে বুঝলাম, কিছু সিনেমা দেখা উচিত নয়!",0,Rajkumar,Romantic,Dislike,,,,,,,,
হিমেল আশরাফের পরিচালনায় বাংলাদেশের সিনেমার মান একদমই নিচে গেছে।,0,Rajkumar,Romantic,Dislike,,,,,,,,
"গানগুলো খুবই খারাপ ছিল, বিশেষ করে ""বরবাদ"" গানটি একদমই বাজে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
"শাকিব খানের ক্লাইমেক্স সিনে কোনো হৃদয়গ্রাহীতা ছিল না, অভিনয় হতাশ করেছে।",0,Rajkumar,Romantic,Dislike,,,,,,,,
লুকেশনগুলো বিশেষ করে সরিষা ক্ষেতের শটগুলো একদমই অদ্ভুত ছিল!,0,Rajkumar,Romantic,Dislike,,,,,,,,
"সিনেমাটোগ্রাফি ভালো হলেও, গল্পে গভীরতা ছিল না।",0,Hawa,Mystery,Dislike,,,,,,,,
"কিছু দৃশ্যে তুষির অভিনয় সঠিক মনে হয়নি, অস্বাভাবিক লাগছিল।",0,Hawa,Mystery,Dislike,,,,,,,,
"হাওয়ার প্লট পুরনো এবং প্রত্যাশিত ছিল, নতুনত্বের অভাব।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার গতি বেশ ধীর ছিল, কিছু জায়গায় বিরক্তিকর মনে হয়েছে।",0,Hawa,Mystery,Dislike,,,,,,,,
"কিছু চরিত্রের নির্মাণ দুর্বল ছিল, তাদের উন্নত করতে পারতেন।",0,Hawa,Mystery,Dislike,,,,,,,,
"গল্পের সংলাপগুলো বেশ ক্লিশে মনে হয়েছে, সৃজনশীলতার অভাব।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার শেষের দৃশ্যগুলো খুবই অপ্রত্যাশিত, মানানসই ছিল না।",0,Hawa,Mystery,Dislike,,,,,,,,
"সমুদ্রের দৃশ্যগুলো খুবই সাধারণ ছিল, এর থেকে ভালো কিছু আশা করছিলাম।",0,Hawa,Mystery,Dislike,,,,,,,,
"কিছু গান অপ্রয়োজনীয় মনে হয়েছে, গল্পে কোনো ভূমিকা ছিল না।",0,Hawa,Mystery,Dislike,,,,,,,,
"হাওয়ার নির্মাণকৌশল সম্পর্কে অনেক আশান্বিত ছিলাম, কিন্তু হতাশ হলাম।",0,Hawa,Mystery,Dislike,,,,,,,,
"ছবির সংলাপগুলো মাঝে মাঝে অসঙ্গত ছিল, সত্যি বললে মজার ছিল না।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার ক্লাইম্যাক্স খুবই দুর্বল ছিল, যা মূল গল্পের সাথে যুক্ত ছিল না।",0,Hawa,Mystery,Dislike,,,,,,,,
"তুষির চরিত্রের মোটিভ সম্পর্কে কিছুটা বিভ্রান্তি ছিল, বুঝতে পারিনি।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার প্রথম অর্ধাংশটি অত্যন্ত ধীর, দর্শককে আকৃষ্ট করতে পারেনি।",0,Hawa,Mystery,Dislike,,,,,,,,
"চরিত্রগুলোর মধ্যে সংযোগ ছিল না, ফলে গল্পটি অসম্পূর্ণ মনে হয়েছে।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার পরিবেশ বেশ অস্বস্তিকর ছিল, সিনেমার সাথে যায়নি।",0,Hawa,Mystery,Dislike,,,,,,,,
"সাউন্ড ডিজাইন ভালো ছিল না, অনেক জায়গায় শব্দের মান কম ছিল।",0,Hawa,Mystery,Dislike,,,,,,,,
অল্প সময়ে বেশি বিষয় উপস্থাপন করতে গিয়ে গল্প এলোমেলো মনে হয়েছে।,0,Hawa,Mystery,Dislike,,,,,,,,
"গল্পের মূল থিমটি পরিষ্কার ছিল না, শেষের দিকে ক্লান্তিকর হয়ে উঠেছিল।",0,Hawa,Mystery,Dislike,,,,,,,,
"কিছু দৃশ্য কল্পনাপ্রসূত হলেও, বাস্তবতার সাথে মেলানো হয়নি।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার টোন ঠিকমতো স্থির ছিল না, একেকটা দৃশ্যে একেকরকম অনুভূতি।",0,Hawa,Mystery,Dislike,,,,,,,,
"হাওয়া’র গল্পটি বেশ সাধারণ মনে হয়েছে, নতুন কিছু উপস্থাপন করতে পারেনি।",0,Hawa,Mystery,Dislike,,,,,,,,
"সামগ্রিকভাবে, হাওয়ার সাথে যুক্ত প্রত্যাশা পূরণ হয়নি, হতাশ হয়েছিলাম।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমাটি আমার কাছে খুব সাধারণ মনে হয়েছে, বিশেষ কিছু নেই।",0,Hawa,Mystery,Dislike,,,,,,,,
"""হাওয়া"" সিনেমায় আমার কিছুই ভালো লাগেনি, শুধুমাত্র প্রচারণা ছিল।",0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার প্লট একদম দুর্বল ছিল, আশা করেছিলাম কিছু নতুন উপাদান দেখতে।",0,Hawa,Mystery,Dislike,,,,,,,,
"চরিত্রগুলোর মধ্যে কোন গভীরতা ছিল না, একে অপরের সাথে সংযোগ অনুভব করতে পারলাম না।",0,Hawa,Mystery,Dislike,,,,,,,,
"""হাওয়া"" সিনেমাটি পুরোপুরি হতাশাজনক।",0,Hawa,Mystery,Dislike,,,,,,,,
"মুভির শেষ দৃশ্যে কোনো স্পন্দন ছিল না, অসন্তুষ্ট বোধ করেছি।",0,Hawa,Mystery,Dislike,,,,,,,,
"পরিচালক নতুন কিছু আনতে ব্যর্থ হয়েছেন, গল্পটি একঘেয়ে হয়ে গেছে।",0,Hawa,Mystery,Dislike,,,,,,,,
"চরিত্রগুলোর মিথস্ক্রিয়া খুবই দুর্বল ছিল, দেখতে ভালো লাগেনি।",0,Hawa,Mystery,Dislike,,,,,,,,
সাউন্ডট্র্যাকটি কোনো আলাদা অনুভূতি তৈরি করতে পারেনি।,0,Hawa,Mystery,Dislike,,,,,,,,
"সিনেমার সাউন্ড ডিজাইন নিয়ে কিছু বলতে নেই, আমার কাছে হতাশাজনক লেগেছে।",0,Hawa,Mystery,Dislike,,,,,,,,
"কিছু দৃশ্যে অভিনয় খুবই কৃত্রিম মনে হয়েছে, স্বাভাবিক লাগেনি।",0,Hawa,Mystery,Dislike,,,,,,,,
"মুভির পেসিং ছিল খুব স্লো, কিছু জায়গায় একঘেয়ে হয়ে গিয়েছিল।",0,Hawa,Mystery,Dislike,,,,,,,,
"কিছু দৃশ্য সঠিকভাবে ব্যাখ্যা করা হয়নি, কিছু প্রশ্ন থেকেই গেছে।",0,Hawa,Mystery,Dislike,,,,,,,,
